               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  28,            0.018953,            0.014329,            0.003949,             0.94742,             0.92428,             0.96735,             0.80598,            0.015892,           0.0079825,           0.0034916,            0.008218,            0.008218,            0.008218
                  29,            0.018034,            0.014995,           0.0038429,             0.92676,             0.93066,             0.96005,             0.78079,             0.01581,           0.0081722,           0.0036585,            0.008152,            0.008152,            0.008152
                  30,            0.018105,            0.014436,           0.0035243,             0.94989,             0.92823,              0.9658,             0.78931,            0.016561,            0.007809,           0.0033725,            0.008086,            0.008086,            0.008086
                  31,            0.017988,            0.014054,            0.003411,             0.94176,             0.92412,             0.96237,             0.78466,            0.016784,           0.0082908,           0.0036535,             0.00802,             0.00802,             0.00802
                  32,            0.017243,             0.01432,           0.0033545,             0.95955,             0.92514,             0.97328,             0.80995,             0.01586,            0.007661,           0.0029299,            0.007954,            0.007954,            0.007954
                  33,            0.017975,            0.013963,           0.0029134,             0.95438,             0.94661,             0.96962,             0.81049,            0.015305,           0.0075021,           0.0027146,            0.007888,            0.007888,            0.007888
                  34,            0.017635,            0.014529,               0.004,              0.9417,             0.92313,             0.96817,              0.7962,            0.016144,            0.008224,           0.0031304,            0.007822,            0.007822,            0.007822
                  35,            0.017446,            0.014291,           0.0030607,             0.94214,             0.95876,             0.96666,             0.79543,            0.015862,           0.0079148,           0.0028917,            0.007756,            0.007756,            0.007756
                  36,             0.01741,            0.013756,           0.0029926,             0.93203,             0.94066,             0.96126,              0.8031,            0.015161,           0.0078445,           0.0030225,             0.00769,             0.00769,             0.00769
                  37,            0.016824,            0.013819,           0.0034522,             0.95093,             0.95337,             0.96768,             0.80462,            0.014886,           0.0075429,           0.0027376,            0.007624,            0.007624,            0.007624
                  38,            0.016754,            0.013632,            0.003301,             0.93431,             0.95143,             0.96286,             0.80701,            0.015086,           0.0076803,           0.0029954,            0.007558,            0.007558,            0.007558
                  39,             0.01641,            0.013121,            0.002582,             0.94132,             0.95851,             0.96641,             0.81691,            0.014939,           0.0075447,           0.0029678,            0.007492,            0.007492,            0.007492
                  40,            0.016264,            0.013234,           0.0029707,              0.9355,             0.95738,             0.96334,             0.80832,            0.014539,           0.0077143,           0.0030253,            0.007426,            0.007426,            0.007426
                  41,            0.016141,            0.012896,           0.0027474,             0.94376,             0.94466,             0.96499,              0.8074,            0.014784,           0.0078783,           0.0027676,             0.00736,             0.00736,             0.00736
                  42,            0.016153,            0.012822,           0.0023977,             0.94086,             0.94893,             0.96706,             0.80228,             0.01486,           0.0076904,           0.0027768,            0.007294,            0.007294,            0.007294
                  43,            0.015832,            0.013121,           0.0024099,             0.93508,             0.93933,             0.96443,             0.82042,            0.014594,           0.0077246,           0.0029605,            0.007228,            0.007228,            0.007228
                  44,            0.015855,            0.012815,           0.0027518,             0.93808,             0.95139,             0.96463,             0.80655,            0.014874,           0.0076892,           0.0028067,            0.007162,            0.007162,            0.007162
                  45,            0.015532,            0.012891,           0.0027872,             0.95386,             0.94233,             0.96617,             0.80949,            0.014416,           0.0075193,           0.0028158,            0.007096,            0.007096,            0.007096
                  46,            0.015446,            0.012418,           0.0026775,             0.95351,             0.94365,             0.96363,               0.806,            0.014447,           0.0077216,           0.0032911,             0.00703,             0.00703,             0.00703
                  47,             0.01529,            0.012903,           0.0021054,             0.93582,             0.94609,              0.9641,             0.82203,            0.014005,           0.0077271,           0.0029461,            0.006964,            0.006964,            0.006964
                  48,            0.015337,            0.012225,           0.0021504,             0.94735,             0.95174,             0.96891,             0.82161,            0.014161,           0.0074621,           0.0029043,            0.006898,            0.006898,            0.006898
                  49,            0.015085,            0.012566,           0.0022053,             0.96054,             0.95009,             0.97277,             0.82869,             0.01358,            0.007257,           0.0028031,            0.006832,            0.006832,            0.006832
                  50,            0.015039,            0.012895,           0.0021826,             0.95186,              0.9436,             0.96828,             0.81881,            0.013825,           0.0073867,           0.0029998,            0.006766,            0.006766,            0.006766
                  51,            0.015135,            0.012368,           0.0019736,             0.95746,             0.94525,             0.96823,             0.82337,             0.01395,           0.0074261,           0.0029199,              0.0067,              0.0067,              0.0067
                  52,            0.014964,             0.01269,           0.0026089,             0.92898,             0.95368,             0.96329,             0.81541,            0.014018,           0.0075841,           0.0033095,            0.006634,            0.006634,            0.006634
                  53,            0.014659,            0.012168,           0.0020526,              0.9563,             0.94511,             0.96903,             0.81068,            0.013987,           0.0074197,           0.0027751,            0.006568,            0.006568,            0.006568
                  54,            0.014114,            0.012155,           0.0018091,             0.94627,             0.94257,             0.96493,             0.81931,             0.01378,           0.0075431,           0.0028916,            0.006502,            0.006502,            0.006502
                  55,            0.014016,            0.011519,           0.0019871,             0.95696,             0.94954,             0.96439,             0.81469,             0.01412,           0.0074607,           0.0028696,            0.006436,            0.006436,            0.006436
                  56,            0.014422,            0.011876,           0.0017753,             0.92852,             0.95847,             0.96535,             0.82581,            0.013814,           0.0073343,            0.003027,             0.00637,             0.00637,             0.00637
                  57,            0.014234,            0.011642,           0.0018046,             0.94345,             0.94981,             0.96495,             0.82168,            0.013622,           0.0075637,           0.0029063,            0.006304,            0.006304,            0.006304
                  58,            0.013941,            0.011884,            0.001921,             0.93545,               0.949,             0.96858,             0.81942,            0.013624,           0.0076308,           0.0029492,            0.006238,            0.006238,            0.006238
                  59,            0.013845,            0.011674,           0.0019738,             0.93925,             0.94387,               0.971,              0.8234,            0.013468,            0.007726,           0.0029292,            0.006172,            0.006172,            0.006172
                  60,            0.014234,            0.011812,           0.0019976,             0.93732,             0.94324,             0.96982,             0.82802,            0.013439,           0.0076056,           0.0029224,            0.006106,            0.006106,            0.006106
                  61,            0.013324,            0.011798,           0.0020402,             0.95497,              0.9544,             0.97283,             0.83133,            0.013469,           0.0073437,            0.002523,             0.00604,             0.00604,             0.00604
                  62,            0.013167,            0.011295,            0.002038,             0.95551,             0.94212,             0.97177,             0.83253,            0.013244,           0.0074294,           0.0024621,            0.005974,            0.005974,            0.005974
                  63,            0.013279,            0.011222,           0.0022664,             0.95054,             0.93789,              0.9654,             0.81895,            0.013481,           0.0078512,           0.0026482,            0.005908,            0.005908,            0.005908
                  64,            0.013338,            0.011818,           0.0016761,             0.93964,              0.9373,             0.96804,             0.82742,            0.013561,           0.0079546,           0.0027584,            0.005842,            0.005842,            0.005842
                  65,            0.013278,            0.011565,           0.0019406,              0.9598,             0.92656,             0.97361,             0.83047,            0.013288,           0.0076946,           0.0027517,            0.005776,            0.005776,            0.005776
                  66,            0.013052,            0.011502,           0.0020059,             0.96965,             0.93782,             0.97088,             0.83514,            0.013481,           0.0076155,           0.0026914,             0.00571,             0.00571,             0.00571
                  67,            0.012812,            0.011419,           0.0020954,             0.95103,             0.94445,              0.9722,             0.83844,            0.012924,           0.0074972,           0.0026957,            0.005644,            0.005644,            0.005644
                  68,            0.012987,            0.011245,           0.0018479,             0.92783,             0.96655,             0.97097,             0.82612,            0.013299,           0.0074696,           0.0026655,            0.005578,            0.005578,            0.005578
                  69,            0.012931,            0.011229,           0.0016501,             0.92679,             0.95876,             0.96711,              0.8353,            0.013031,           0.0075935,           0.0026816,            0.005512,            0.005512,            0.005512
                  70,            0.012713,            0.011332,           0.0017997,             0.93449,              0.9531,             0.96312,             0.83151,            0.013073,           0.0077694,           0.0027234,            0.005446,            0.005446,            0.005446
                  71,             0.01327,            0.011096,           0.0014021,             0.94835,             0.94786,             0.97056,             0.83608,            0.013067,           0.0078318,           0.0027792,             0.00538,             0.00538,             0.00538
                  72,            0.012847,            0.011157,           0.0013793,             0.94645,              0.9524,             0.97427,             0.84058,            0.012936,           0.0073409,           0.0024727,            0.005314,            0.005314,            0.005314
                  73,            0.012331,            0.011026,           0.0013748,             0.95042,             0.93838,             0.96791,             0.83658,            0.012925,           0.0077678,           0.0028005,            0.005248,            0.005248,            0.005248
                  74,            0.012008,            0.010481,           0.0013217,             0.94115,             0.95008,             0.97202,              0.8412,            0.012865,           0.0076187,           0.0025878,            0.005182,            0.005182,            0.005182
                  75,            0.012135,            0.010457,           0.0014344,             0.93368,             0.95579,             0.97125,             0.83733,             0.01294,           0.0076914,           0.0025108,            0.005116,            0.005116,            0.005116
                  76,            0.012078,            0.010843,           0.0015819,              0.9489,             0.93527,             0.96956,             0.83556,            0.012935,           0.0078267,           0.0026473,             0.00505,             0.00505,             0.00505
                  77,            0.012147,            0.010505,           0.0013964,             0.95187,             0.94533,             0.97325,             0.84576,            0.012771,           0.0076821,            0.002699,            0.004984,            0.004984,            0.004984
                  78,            0.012131,            0.010707,           0.0013897,             0.95366,             0.93064,             0.96641,             0.83329,            0.012867,           0.0076864,           0.0027235,            0.004918,            0.004918,            0.004918
                  79,            0.011713,            0.010622,           0.0014883,             0.94706,              0.9447,             0.96708,             0.83356,            0.012887,           0.0079197,           0.0026396,            0.004852,            0.004852,            0.004852
                  80,            0.011801,            0.010701,           0.0014473,             0.94545,             0.94621,             0.96932,             0.83824,            0.012938,           0.0079768,           0.0025566,            0.004786,            0.004786,            0.004786
                  81,            0.011606,            0.010619,           0.0012994,             0.95475,              0.9335,             0.96585,             0.83353,            0.012761,           0.0079278,           0.0028499,             0.00472,             0.00472,             0.00472
                  82,            0.011745,            0.010307,            0.001412,             0.96764,             0.93752,             0.97212,             0.84145,             0.01263,           0.0075778,           0.0025862,            0.004654,            0.004654,            0.004654
                  83,            0.011656,            0.010135,           0.0010817,             0.94788,             0.94405,             0.96452,             0.83151,            0.012835,           0.0080184,           0.0026881,            0.004588,            0.004588,            0.004588
                  84,            0.011093,             0.01006,           0.0012042,             0.95824,             0.93697,              0.9687,             0.83735,              0.0124,           0.0077987,           0.0025943,            0.004522,            0.004522,            0.004522
                  85,            0.011589,             0.01024,            0.001125,             0.96706,             0.93357,             0.96983,             0.83652,             0.01283,             0.00788,           0.0025566,            0.004456,            0.004456,            0.004456
                  86,            0.011209,            0.010145,           0.0013371,             0.93324,             0.95349,             0.96419,             0.84225,            0.012615,           0.0077435,           0.0025846,             0.00439,             0.00439,             0.00439
                  87,            0.011369,            0.010298,           0.0012829,              0.9378,              0.9601,             0.96702,             0.84144,            0.012455,           0.0077014,           0.0027176,            0.004324,            0.004324,            0.004324
                  88,             0.01091,            0.009639,           0.0012672,             0.96663,             0.94519,             0.96896,             0.83696,             0.01256,            0.007865,           0.0025732,            0.004258,            0.004258,            0.004258
                  89,            0.011078,            0.010305,           0.0011472,             0.94721,             0.95839,             0.96856,             0.84138,            0.012586,           0.0078674,           0.0026546,            0.004192,            0.004192,            0.004192
                  90,            0.010775,           0.0098789,           0.0010199,             0.95563,             0.95517,              0.9722,             0.84378,            0.012622,           0.0075327,           0.0025485,            0.004126,            0.004126,            0.004126
                  91,            0.010854,           0.0099122,           0.0011334,              0.9562,             0.94295,               0.972,             0.84485,             0.01246,           0.0077258,           0.0025825,             0.00406,             0.00406,             0.00406
                  92,            0.010778,           0.0099313,           0.0010971,             0.94494,             0.95432,             0.96936,             0.84143,            0.012654,            0.008035,           0.0026275,            0.003994,            0.003994,            0.003994
                  93,            0.011018,           0.0098667,           0.0011201,              0.9482,             0.95424,             0.97131,             0.84179,            0.012433,           0.0081416,           0.0026035,            0.003928,            0.003928,            0.003928
                  94,            0.010294,           0.0095863,           0.0012554,             0.95841,              0.9495,             0.97338,             0.84641,            0.012487,           0.0080277,           0.0024692,            0.003862,            0.003862,            0.003862
                  95,            0.010386,            0.009738,           0.0010086,             0.94511,             0.96751,             0.97111,             0.84101,             0.01262,           0.0080746,           0.0025083,            0.003796,            0.003796,            0.003796
                  96,            0.010484,           0.0097911,           0.0011257,             0.95003,             0.96186,             0.97197,             0.84149,            0.012473,           0.0081146,           0.0024565,             0.00373,             0.00373,             0.00373
                  97,            0.010211,           0.0095973,           0.0012386,             0.94686,             0.94375,             0.97021,             0.84033,            0.012654,            0.008172,           0.0026888,            0.003664,            0.003664,            0.003664
                  98,            0.010094,           0.0095787,           0.0013153,             0.92813,             0.96078,               0.965,              0.8414,            0.012613,           0.0081599,           0.0029126,            0.003598,            0.003598,            0.003598
                  99,            0.010116,           0.0094205,           0.0013625,             0.93974,             0.95952,               0.969,             0.83881,            0.012431,           0.0080464,           0.0025948,            0.003532,            0.003532,            0.003532
                 100,            0.010028,           0.0094792,           0.0011496,             0.94868,             0.94572,             0.96644,             0.83781,            0.012581,            0.008437,           0.0027257,            0.003466,            0.003466,            0.003466
                 101,           0.0098213,           0.0093104,          0.00087246,             0.93745,             0.95286,             0.96276,             0.83591,            0.012271,           0.0083699,           0.0027623,              0.0034,              0.0034,              0.0034
                 102,           0.0099622,           0.0095913,           0.0010618,             0.93568,             0.95274,             0.96526,             0.83566,            0.012521,           0.0081688,           0.0026763,            0.003334,            0.003334,            0.003334
                 103,           0.0099703,           0.0095313,           0.0010601,             0.94193,              0.9569,             0.96613,             0.84334,            0.012293,           0.0080754,             0.00279,            0.003268,            0.003268,            0.003268
                 104,           0.0098823,           0.0094092,          0.00079773,             0.94162,             0.95458,             0.96835,             0.84209,            0.012296,           0.0081969,           0.0027245,            0.003202,            0.003202,            0.003202
                 105,           0.0094016,           0.0090901,          0.00073653,             0.96463,             0.94639,             0.97051,             0.84624,            0.012143,           0.0079818,           0.0027705,            0.003136,            0.003136,            0.003136
                 106,           0.0095139,           0.0091857,          0.00077607,             0.94823,             0.95384,             0.96761,             0.84618,            0.012069,           0.0081179,           0.0026284,             0.00307,             0.00307,             0.00307
                 107,           0.0095085,            0.009146,          0.00086017,             0.96107,             0.93915,             0.96862,             0.84639,            0.012299,           0.0081133,           0.0025566,            0.003004,            0.003004,            0.003004
                 108,           0.0091618,           0.0088798,           0.0008216,             0.94823,             0.95304,             0.96991,             0.84527,            0.012196,           0.0079539,           0.0025257,            0.002938,            0.002938,            0.002938
                 109,           0.0094505,           0.0092322,          0.00075592,             0.95307,             0.94364,             0.97166,             0.84799,            0.012277,           0.0081047,           0.0024975,            0.002872,            0.002872,            0.002872
                 110,           0.0091319,            0.009066,          0.00081247,              0.9489,             0.94997,             0.97043,             0.84752,            0.012388,           0.0083023,            0.002546,            0.002806,            0.002806,            0.002806
                 111,           0.0092084,           0.0089959,          0.00074305,             0.94177,             0.95744,             0.97169,              0.8469,            0.012227,           0.0081697,           0.0025729,             0.00274,             0.00274,             0.00274
                 112,           0.0092161,           0.0088961,          0.00069359,             0.94596,             0.96286,             0.96819,             0.84675,            0.012352,            0.008177,            0.002484,            0.002674,            0.002674,            0.002674
                 113,           0.0091309,           0.0089281,           0.0010391,             0.93096,              0.9652,             0.96717,             0.84735,            0.012234,           0.0081771,           0.0026209,            0.002608,            0.002608,            0.002608
                 114,           0.0091649,           0.0092644,           0.0008998,             0.93812,             0.95789,             0.96822,             0.84513,            0.012362,           0.0084171,           0.0026621,            0.002542,            0.002542,            0.002542
                 115,           0.0088865,           0.0087562,          0.00074789,             0.95029,             0.95905,             0.96858,             0.84476,            0.012038,           0.0081188,           0.0024912,            0.002476,            0.002476,            0.002476
                 116,           0.0085371,           0.0083846,          0.00063605,             0.95733,              0.9485,             0.96904,             0.84212,            0.012241,            0.008371,           0.0024791,             0.00241,             0.00241,             0.00241
                 117,           0.0086475,           0.0085505,          0.00098062,             0.96341,             0.94148,             0.97056,             0.84809,            0.012047,           0.0083638,           0.0025032,            0.002344,            0.002344,            0.002344
                 118,           0.0085683,            0.008516,          0.00088391,             0.94668,              0.9566,             0.97032,              0.8463,            0.012094,           0.0083692,           0.0025509,            0.002278,            0.002278,            0.002278
                 119,             0.00853,           0.0088383,          0.00087546,             0.94326,             0.95899,             0.97002,             0.84554,            0.012101,           0.0083119,           0.0026724,            0.002212,            0.002212,            0.002212
                 120,           0.0084565,           0.0085164,          0.00082653,             0.95316,              0.9489,             0.97089,             0.85189,             0.01201,           0.0082507,           0.0026248,            0.002146,            0.002146,            0.002146
                 121,           0.0083437,           0.0086103,          0.00071011,             0.94399,             0.95947,             0.96892,             0.84955,            0.012066,            0.008159,           0.0026177,             0.00208,             0.00208,             0.00208
                 122,           0.0081455,           0.0082221,          0.00059449,             0.94069,             0.95212,             0.96999,             0.84798,            0.012023,           0.0082546,           0.0028289,            0.002014,            0.002014,            0.002014
                 123,           0.0081752,           0.0084366,          0.00070489,             0.94583,             0.94323,             0.96992,             0.84919,            0.012079,           0.0083233,           0.0027911,            0.001948,            0.001948,            0.001948
                 124,           0.0082122,           0.0083453,           0.0007672,             0.93091,             0.96195,             0.96967,             0.84668,            0.012158,           0.0084102,           0.0028325,            0.001882,            0.001882,            0.001882
                 125,           0.0081947,           0.0084349,          0.00072868,               0.934,             0.95106,             0.96886,             0.84809,            0.012211,           0.0083707,           0.0029438,            0.001816,            0.001816,            0.001816
                 126,           0.0079998,            0.008206,           0.0005936,             0.94595,             0.95282,             0.96642,              0.8411,            0.012275,           0.0084996,           0.0026969,             0.00175,             0.00175,             0.00175
                 127,           0.0080075,           0.0081436,          0.00058313,             0.95599,             0.94758,             0.96612,             0.84482,            0.012164,           0.0085508,           0.0026844,            0.001684,            0.001684,            0.001684
                 128,           0.0078585,           0.0083604,           0.0006156,             0.95084,             0.95589,             0.96834,             0.84619,            0.012179,           0.0084745,           0.0026559,            0.001618,            0.001618,            0.001618
                 129,           0.0077111,           0.0082543,          0.00073575,             0.94215,             0.95796,             0.96927,             0.84627,            0.012165,           0.0085611,           0.0026908,            0.001552,            0.001552,            0.001552
                 130,           0.0078995,           0.0083867,           0.0006444,             0.95613,             0.93767,             0.96992,             0.85004,            0.012103,           0.0086101,           0.0027536,            0.001486,            0.001486,            0.001486
                 131,           0.0074446,           0.0080703,          0.00060488,             0.95707,             0.94141,             0.97053,             0.85091,             0.01219,           0.0086513,            0.002752,             0.00142,             0.00142,             0.00142
                 132,           0.0074997,           0.0078677,          0.00055715,             0.94086,             0.95725,             0.96758,             0.84758,            0.012082,           0.0085759,           0.0027585,            0.001354,            0.001354,            0.001354
                 133,           0.0075832,           0.0081051,          0.00052103,             0.94389,             0.95745,             0.96724,             0.84832,            0.012093,           0.0085464,           0.0026902,            0.001288,            0.001288,            0.001288
                 134,           0.0074397,             0.00793,          0.00050793,              0.9419,             0.95756,             0.96589,             0.84729,            0.012166,           0.0087017,           0.0027171,            0.001222,            0.001222,            0.001222
                 135,           0.0074553,            0.007842,          0.00049328,             0.94954,             0.94743,             0.96615,             0.84614,            0.012213,           0.0087849,           0.0027614,            0.001156,            0.001156,            0.001156
                 136,           0.0074055,           0.0078899,          0.00050014,             0.94193,             0.95424,             0.96663,             0.84717,            0.012186,            0.008783,           0.0027551,             0.00109,             0.00109,             0.00109
                 137,           0.0073365,           0.0080642,          0.00065075,             0.97389,             0.92721,             0.96733,             0.84965,            0.012076,           0.0086617,           0.0027491,            0.001024,            0.001024,            0.001024
                 138,           0.0071267,           0.0078908,          0.00058714,             0.97395,             0.93341,             0.96701,             0.84951,            0.012076,           0.0086155,           0.0027549,            0.000958,            0.000958,            0.000958
                 139,           0.0070996,           0.0078949,          0.00051936,             0.94662,             0.95694,             0.96724,             0.85181,            0.012014,           0.0086857,           0.0027579,            0.000892,            0.000892,            0.000892
                 140,           0.0071283,           0.0075225,          0.00078503,             0.95563,             0.94557,              0.9671,             0.85015,            0.012028,           0.0087859,           0.0027532,            0.000826,            0.000826,            0.000826
                 141,           0.0068652,           0.0076626,          0.00047489,             0.95098,             0.95316,             0.96732,             0.85133,            0.012103,           0.0087294,           0.0027872,             0.00076,             0.00076,             0.00076
                 142,           0.0071813,           0.0077302,          0.00045017,             0.95213,             0.95156,             0.96767,             0.84763,            0.012061,           0.0087792,           0.0027901,            0.000694,            0.000694,            0.000694
                 143,           0.0068261,           0.0076305,          0.00046946,             0.95118,             0.95263,             0.96674,             0.85131,            0.011989,           0.0086534,            0.002803,            0.000628,            0.000628,            0.000628
                 144,           0.0069476,           0.0075932,          0.00043755,             0.95517,             0.95043,             0.96617,             0.84914,            0.011999,           0.0087053,           0.0028267,            0.000562,            0.000562,            0.000562
                 145,           0.0070491,           0.0077342,          0.00035007,             0.95495,             0.95085,             0.96724,             0.85323,            0.011961,           0.0086407,           0.0028313,            0.000496,            0.000496,            0.000496
                 146,           0.0069088,           0.0075365,          0.00043092,             0.95778,             0.94917,             0.96709,               0.852,            0.011994,           0.0086544,           0.0028453,             0.00043,             0.00043,             0.00043
                 147,           0.0067962,           0.0074291,          0.00037189,             0.95687,             0.94655,             0.96798,             0.85188,            0.011942,           0.0086565,           0.0028361,            0.000364,            0.000364,            0.000364
                 148,           0.0067353,           0.0075514,          0.00040216,             0.96632,             0.93685,             0.96754,               0.852,            0.011949,           0.0087283,           0.0028374,            0.000298,            0.000298,            0.000298
                 149,           0.0067174,           0.0072996,          0.00046435,              0.9672,             0.93535,             0.96876,             0.85184,            0.011923,           0.0087755,           0.0028398,            0.000232,            0.000232,            0.000232
